planning_id,last_update_date,updated_within_year
346379,,no
346385,,no
346959,,no
346963,,no
346964,,no
347022,,no
347023,2025-11-22,yes
347087,,no
347144,2026-01-31,yes
347723,,no
347724,,no
347729,,no
347735,,no
347739,,no
347742,,no
347788,,no
347792,2025-11-22,yes
347829,,no
347847,,no
347893,,no
347894,2026-02-07,yes
348392,,no
348405,,no
348407,,no
348408,,no
348411,,no
348413,,no
348430,,no
348472,2025-11-29,yes
348473,2025-11-29,yes
348489,,no
348491,,no
348496,,no
348573,,no
349162,,no
349163,,no
349179,,no
349210,,no
349217,,no
349218,,no
349231,,no
349239,,no
349262,,no
349296,,no
349299,,no
349302,,no
349308,,no
349797,2026-03-28,yes
349801,,no
349804,2026-01-17,yes
349879,,no
349956,,no
349958,,no
349968,,no
350453,,no
350470,,no
350471,,no
350489,,no
350523,,no
350527,,no
350530,2025-11-29,yes
350540,,no
350576,2026-01-11,yes
350578,,no
350583,,no
350584,2025-11-22,yes
350585,,no
351157,,no
351162,2025-11-17,yes
351163,,no
351164,,no
351168,,no
351170,2025-11-16,yes
351173,2025-11-20,yes
351175,,no
351193,,no
351264,,no
351309,,no
351809,,no
351870,,no
351907,,no
351908,,no
352340,,no
352345,,no
352348,,no
352349,,no
352365,2025-11-22,yes
352398,,no
352403,,no
352463,,no
353171,,no
353173,,no
353177,,no
353186,,no
353187,,no
353191,2025-12-21,yes
353201,2025-11-29,yes
353255,,no
353287,,no
405542,2026-03-13,yes
353409,,no
353410,,no
354068,,no
354069,,no
354072,,no
354079,,no
354082,,no
354083,,no
354084,,no
354087,,no
354093,,no
354095,,no
354113,,no
354126,,no
354159,2025-12-21,yes
354224,,no
354231,,no
354272,,no
354357,,no
354359,,no
354362,,no
354363,,no
354394,,no
354395,,no
354705,,no
354708,2026-02-14,yes
354710,2026-02-20,yes
354759,,no
354761,,no
354777,,no
355186,,no
355207,2025-11-29,yes
355212,,no
355244,,no
355319,2025-11-29,yes
355320,,no
355324,,no
355583,2025-12-13,yes
355600,,no
355601,2026-03-09,yes
355649,2026-02-07,yes
355650,,no
355653,,no
355654,,no
355656,,no
355687,,no
356000,2026-03-19,yes
356069,,no
356070,,no
356375,,no
356378,,no
356379,,no
356386,,no
356418,,no
356423,,no
357109,,no
357115,,no
357172,,no
357233,,no
357239,,no
357772,,no
357788,,no
357817,2026-01-11,yes
357818,2025-12-07,yes
357869,,no
357876,,no
357897,,no
357898,,no
357899,,no
357930,,no
357938,,no
357940,,no
357946,,no
357947,,no
357948,,no
357949,2026-01-31,yes
358484,,no
358486,,no
358489,,no
358492,,no
358495,,no
358496,,no
358547,,no
358549,,no
358588,,no
358612,2026-03-20,yes
358613,,no
358620,2026-01-17,yes
358624,,no
358626,,no
358628,,no
358632,,no
359216,,no
359217,,no
359219,,no
359220,,no
359224,,no
359226,,no
359232,,no
359241,,no
359271,,no
359286,,no
359298,,no
359366,,no
359952,,no
359960,,no
359961,,no
359964,,no
359978,2026-03-20,yes
360009,,no
360092,,no
360093,,no
360095,,no
360099,,no
360598,,no
360606,2025-11-17,yes
360609,,no
360628,,no
360669,,no
360675,,no
360715,,no
360741,2026-03-20,yes
360744,2026-01-31,yes
360747,,no
360749,,no
360756,,no
360758,,no
360760,,no
360761,,no
360767,,no
360768,,no
360769,,no
360772,,no
361006,,no
361029,,no
362073,,no
362093,,no
362094,,no
362096,,no
362139,,no
362269,,no
362306,,no
362310,2026-03-19,yes
362320,,no
362322,,no
362327,,no
362335,,no
362339,,no
362340,,no
362341,,no
362343,,no
362344,,no
362660,,no
362662,,no
362669,,no
362670,2026-03-09,yes
362671,,no
362673,,no
362688,,no
362696,2026-03-19,yes
362702,,no
362707,2026-02-07,yes
362718,,no
363211,,no
363212,,no
363218,,no
363219,,no
363220,,no
363291,,no
363416,,no
363469,,no
363479,2026-02-14,yes
363480,2026-02-14,yes
363495,2026-01-04,yes
363503,,no
364034,,no
364086,,no
364143,2026-03-19,yes
364146,,no
364157,2026-04-03,yes
364159,,no
364161,,no
364167,,no
364172,,no
364736,,no
364742,,no
364811,,no
364814,,no
364815,,no
364816,,no
364821,,no
364822,,no
364892,,no
364893,,no
365506,,no
365514,,no
365549,,no
365580,,no
365586,,no
365590,,no
365593,,no
365595,,no
365599,,no
365600,,no
366298,,no
366299,,no
366316,,no
366402,,no
366408,,no
366417,,no
366465,,no
366466,,no
366494,2026-04-03,yes
366501,,no
366507,,no
366513,,no
366514,,no
366515,,no
367107,,no
367108,,no
367165,,no
367224,2025-10-23,yes
367751,,no
367755,2026-01-17,yes
367756,2026-01-17,yes
367762,2026-01-17,yes
367763,,no
367764,,no
367783,2026-02-20,yes
367843,,no
367847,,no
367891,,no
367923,,no
367927,,no
367929,,no
367930,,no
367931,,no
367934,,no
367935,,no
367936,2025-12-13,yes
367981,2026-04-03,yes
367982,,no
368082,,no
368423,2025-11-29,yes
368483,2026-04-03,yes
368484,,no
368501,2025-12-13,yes
368700,,no
368704,2025-11-29,yes
368712,,no
368772,,no
368879,,no
368977,2026-02-20,yes
368982,2026-03-27,yes
368986,2026-03-27,yes
368988,,no
369086,,no
369696,,no
369698,,no
369721,2025-10-22,yes
369743,2025-11-29,yes
369748,,no
369785,2026-02-14,yes
369786,,no
369808,,no
369820,,no
369823,,no
369826,2026-04-03,yes
369829,2025-10-22,yes
369832,2025-10-22,yes
369835,2025-10-22,yes
369836,2025-11-04,yes
370333,,no
370336,2026-03-20,yes
370339,2025-10-22,yes
370853,2025-10-22,yes
370917,2026-03-27,yes
370919,2026-01-10,yes
370926,2025-10-10,yes
370930,2025-10-22,yes
371304,2025-10-22,yes
371336,2026-03-27,yes
371380,2026-03-20,yes
371381,2025-10-22,yes
371385,2026-01-10,yes
371386,2025-11-29,yes
371389,2025-10-22,yes
371395,2025-10-22,yes
371396,2025-10-22,yes
371877,2025-10-22,yes
371885,2025-10-22,yes
372339,2025-10-22,yes
373112,2025-10-22,yes
373116,2025-12-13,yes
373120,2025-10-22,yes
373123,,no
373124,2026-01-10,yes
373126,2025-10-23,yes
373151,2025-10-23,yes
373153,2025-10-23,yes
373155,2026-03-09,yes
373156,2025-12-21,yes
373212,2025-10-23,yes
373214,2025-10-22,yes
373218,2025-10-23,yes
373224,2026-01-16,yes
373306,,no
373313,,no
373315,2025-10-09,yes
373316,2026-01-16,yes
373317,2026-01-16,yes
373323,2025-10-23,yes
373359,2026-01-16,yes
373360,2025-10-23,yes
373438,2025-10-10,yes
373442,2025-10-23,yes
373469,2025-10-22,yes
373484,2025-10-09,yes
373485,2025-10-23,yes
373486,2025-10-09,yes
373491,2025-10-23,yes
373495,2025-10-23,yes
373515,,no
373547,2025-10-23,yes
373548,2025-10-23,yes
373550,2026-02-14,yes
373641,,no
373654,,no
373655,,no
373659,,no
373662,2026-01-17,yes
373675,,no
373681,,no
373694,,no
373700,,no
373738,,no
373748,,no
373749,,no
373793,,no
373916,2025-10-23,yes
374044,2025-10-23,yes
374222,2026-01-16,yes
374241,2025-10-08,yes
374253,2025-10-23,yes
374255,2025-10-09,yes
374261,2025-10-22,yes
375078,2025-10-08,yes
375080,2026-02-06,yes
375168,2025-10-23,yes
375170,2025-10-23,yes
375219,2025-10-23,yes
375267,2025-12-07,yes
375273,2025-10-23,yes
375280,2025-10-22,yes
375284,2025-10-23,yes
375288,2025-10-23,yes
375793,2025-10-23,yes
375858,2025-10-23,yes
375871,2025-10-23,yes
376399,,no
376403,2025-10-23,yes
376406,2025-10-23,yes
376449,2025-10-22,yes
376454,2025-10-23,yes
376457,2025-10-23,yes
376462,2026-04-03,yes
376502,2025-10-23,yes
376503,2025-10-23,yes
376530,2025-10-23,yes
376538,2025-10-23,yes
376541,2025-10-23,yes
376544,2025-10-23,yes
376545,2025-10-23,yes
376549,2025-10-23,yes
377271,2025-10-22,yes
377308,2025-10-23,yes
377316,2025-10-10,yes
377359,2025-10-23,yes
377363,2026-02-26,yes
377395,,no
377398,2025-10-23,yes
377400,2025-10-23,yes
377402,,no
377408,2025-10-23,yes
377417,2026-01-10,yes
377426,2026-03-27,yes
377428,2025-10-23,yes
377429,2025-10-23,yes
377437,2025-10-23,yes
377438,2026-03-20,yes
377439,2025-10-09,yes
378081,2025-10-22,yes
378252,2025-10-23,yes
378256,2026-02-26,yes
378259,,no
378260,2025-10-10,yes
378266,2026-03-19,yes
378272,2026-02-06,yes
378273,2025-10-23,yes
378962,,no
378964,2025-10-23,yes
378969,2026-01-10,yes
378970,2025-10-22,yes
378993,2025-10-22,yes
379048,2025-10-23,yes
379097,2026-03-20,yes
379130,2025-10-07,yes
379134,2026-01-16,yes
379145,2025-10-23,yes
379146,2025-10-23,yes
379147,2026-01-10,yes
379160,2025-10-23,yes
379161,2025-10-23,yes
379164,2026-03-20,yes
379672,2026-02-06,yes
379675,2025-10-08,yes
379682,2025-11-23,yes
379800,2026-01-10,yes
379804,2025-10-23,yes
380326,2025-10-23,yes
380396,2026-02-14,yes
380428,2026-01-31,yes
380429,2026-04-11,yes
380431,2025-10-23,yes
380433,2026-02-20,yes
381022,,no
381023,,no
381055,,no
381056,,no
381058,,no
381060,,no
381068,,no
381754,2025-10-10,yes
381792,2025-10-23,yes
381793,2025-10-23,yes
381826,2025-10-23,yes
381827,2026-02-06,yes
381843,2025-10-23,yes
382409,2025-10-23,yes
382410,2025-11-23,yes
382425,2025-10-22,yes
382439,2026-03-27,yes
382448,,no
382471,,no
382497,2026-01-24,yes
382507,2025-11-17,yes
382520,2025-10-23,yes
382525,2025-10-23,yes
382717,2026-02-26,yes
382847,2026-02-27,yes
382884,2025-10-29,yes
383096,2025-11-29,yes
383191,2025-10-23,yes
383192,2025-10-23,yes
383193,2025-10-23,yes
383234,2025-10-07,yes
383380,2025-10-22,yes
383540,2026-01-31,yes
383552,2026-02-27,yes
383565,2025-10-23,yes
383583,2026-02-14,yes
383594,2025-10-22,yes
383601,2025-10-23,yes
384364,2025-10-23,yes
384365,2025-10-07,yes
384366,2025-12-21,yes
384399,2025-10-10,yes
384402,2025-10-09,yes
384433,2025-10-23,yes
384461,2026-01-10,yes
384462,2025-10-23,yes
384467,2025-10-23,yes
384472,2025-10-09,yes
384498,2026-03-09,yes
384512,2025-10-22,yes
385118,2026-01-10,yes
385148,2025-11-29,yes
385149,2025-11-29,yes
385154,2025-10-09,yes
385157,2025-10-23,yes
385199,2025-10-23,yes
385200,2025-10-22,yes
385213,2025-10-22,yes
385823,,no
385840,2025-10-08,yes
385849,2026-04-03,yes
385850,2025-10-23,yes
385871,,no
385884,2025-10-23,yes
385891,,no
385904,2025-11-29,yes
386425,2025-11-29,yes
386434,2025-10-23,yes
386436,2025-11-29,yes
386455,,no
386461,2026-02-20,yes
386465,2025-10-23,yes
386470,2025-10-23,yes
386480,2025-10-23,yes
386481,2025-10-23,yes
386493,2025-10-22,yes
387157,2026-02-27,yes
387213,2025-10-23,yes
387239,2025-10-22,yes
392227,2026-02-21,yes
387275,2025-10-22,yes
387714,2025-10-08,yes
387716,2026-03-27,yes
387727,2025-10-23,yes
387728,2026-01-16,yes
387745,,no
387777,2025-10-10,yes
387796,2026-01-10,yes
387808,2026-02-06,yes
387839,2025-10-09,yes
387840,2026-01-10,yes
387846,2025-10-23,yes
387876,2026-01-31,yes
387883,2025-10-22,yes
387892,2025-10-22,yes
388545,,no
388584,2025-10-09,yes
388586,2026-03-19,yes
388597,2025-10-23,yes
388611,2025-10-23,yes
388629,2026-01-31,yes
388631,2026-02-06,yes
388766,2025-12-07,yes
388783,2026-01-31,yes
388803,2025-11-29,yes
388804,2025-11-29,yes
388816,,no
388817,,no
388823,2026-03-27,yes
388844,2025-10-08,yes
388864,2026-02-26,yes
389765,2025-10-23,yes
389767,2025-10-09,yes
389787,2025-10-22,yes
389789,2026-01-16,yes
389790,2026-01-16,yes
389827,2025-10-08,yes
389832,2026-03-27,yes
389844,2025-10-10,yes
389848,2025-12-05,yes
389849,2025-10-22,yes
390294,2025-10-08,yes
390301,2026-02-26,yes
390315,2025-10-08,yes
390351,2025-12-07,yes
390361,2026-01-10,yes
390380,2026-03-19,yes
390392,2025-10-23,yes
390405,2025-10-23,yes
390417,2025-12-07,yes
391623,2025-11-29,yes
391637,2025-10-23,yes
391638,2025-10-23,yes
391658,2026-01-31,yes
391685,2026-03-20,yes
391693,2026-03-19,yes
392112,2026-01-31,yes
392119,,no
392171,2025-10-22,yes
392716,2026-04-03,yes
392757,2026-02-26,yes
392788,2026-02-06,yes
393234,2026-01-31,yes
393239,2025-10-23,yes
393337,2025-10-22,yes
393342,2025-10-10,yes
393343,2025-10-09,yes
393360,2026-02-20,yes
393849,2026-03-19,yes
393875,,no
393880,2026-03-19,yes
393892,,no
393913,2025-10-17,yes
394662,,no
394667,2025-11-29,yes
394708,2026-02-06,yes
394752,2026-03-19,yes
394776,2025-12-07,yes
394787,2025-10-22,yes
394792,2025-10-17,yes
395322,2026-03-27,yes
395365,2026-02-14,yes
395395,2025-10-31,yes
395547,2025-10-23,yes
395793,,no
395858,2026-03-19,yes
396298,2025-12-21,yes
396304,2025-12-13,yes
396308,2025-10-30,yes
396311,2026-02-14,yes
397257,2026-02-14,yes
397321,2026-03-09,yes
397366,,no
397971,,no
397972,,no
398006,,no
398055,2026-02-27,yes
398067,2025-12-07,yes
398075,2026-03-27,yes
398750,2026-04-03,yes
398804,2026-04-03,yes
398808,2026-03-27,yes
398817,2026-01-31,yes
401044,2026-03-09,yes
401058,2025-12-06,yes
401067,2026-03-19,yes
401068,2026-03-20,yes
401069,2026-01-16,yes
401102,2026-04-03,yes
401147,2025-12-06,yes
401160,2026-01-16,yes
401168,2026-02-06,yes
401773,2025-12-14,yes
401827,2025-12-14,yes
401841,2026-02-06,yes
401850,2025-12-14,yes
401851,2025-12-14,yes
402589,2026-03-09,yes
402614,,no
402619,,no
402633,2025-12-18,yes
403803,2026-03-20,yes
403807,2026-03-27,yes
403837,2026-01-17,yes
404355,2026-02-24,yes
404363,2026-04-11,yes
404404,2026-02-23,yes
404416,2026-01-24,yes
404964,,no
406866,2026-03-27,yes
406326,2026-03-26,yes
406336,2026-02-14,yes
407687,2026-03-19,yes
407688,2026-02-28,yes
407689,2026-02-28,yes
407831,2026-02-28,yes
407839,2026-02-28,yes
407850,2026-03-31,yes
408453,2026-03-09,yes
408478,2026-03-09,yes
408530,2026-03-09,yes
408552,2026-03-30,yes
409097,2026-03-14,yes
409099,2026-03-14,yes
411137,2026-04-04,yes
