planning_id,last_update_date,updated_within_year
266196,2026-03-19,yes
266364,2026-02-27,yes
266440,2026-01-03,yes
266653,2026-02-14,yes
266658,2026-02-21,yes
266660,2026-03-19,yes
266664,2026-02-21,yes
266670,,no
266706,,no
266707,,no
266725,2026-02-28,yes
266727,,no
266732,2026-03-19,yes
266762,2026-03-28,yes
266793,2026-02-14,yes
266794,,no
266799,2026-03-19,yes
266806,2026-02-28,yes
266821,2026-02-21,yes
266826,2026-03-19,yes
266837,2026-02-21,yes
266841,,no
266854,2026-03-19,yes
266856,2026-03-19,yes
266857,2026-03-10,yes
266859,2026-03-19,yes
266860,2026-02-21,yes
266865,2026-03-19,yes
266880,2026-02-21,yes
266883,,no
266886,,no
266895,2026-03-19,yes
266896,2026-03-19,yes
266899,2026-02-28,yes
266902,,no
266905,2026-02-28,yes
266907,2026-03-19,yes
266910,2026-02-28,yes
266912,2026-02-28,yes
266917,,no
266921,2026-02-21,yes
266923,,no
266924,,no
266925,2026-03-28,yes
266926,2026-03-10,yes
266927,2026-03-10,yes
266932,,no
266935,,no
266936,2026-03-19,yes
266938,2026-02-28,yes
266944,2026-02-28,yes
266961,2026-03-28,yes
266971,2026-02-28,yes
266975,2026-02-28,yes
266980,2026-02-21,yes
266992,,no
266993,2026-03-19,yes
266996,2026-02-21,yes
266999,,no
267010,2026-03-19,yes
267011,2026-02-28,yes
267013,2026-03-10,yes
267018,2026-03-19,yes
267021,2026-02-28,yes
267026,2026-02-28,yes
267031,2026-03-10,yes
267033,2026-02-28,yes
267037,,no
267038,2026-02-21,yes
267039,2026-02-28,yes
267041,,no
267045,,no
267047,2026-03-19,yes
267048,,no
267054,,no
267058,2026-03-10,yes
267061,2026-03-19,yes
267063,,no
267068,2026-03-19,yes
267077,,no
267078,2026-03-10,yes
267081,,no
267082,,no
267084,2026-03-19,yes
267085,2026-02-28,yes
267090,2026-03-19,yes
267092,,no
267094,,no
267095,2026-03-19,yes
267100,2026-02-14,yes
267102,2026-03-28,yes
267107,,no
267108,,no
267113,2026-02-21,yes
267123,2026-03-19,yes
267127,2026-02-28,yes
267129,2026-02-28,yes
267130,2026-03-19,yes
267131,2026-03-28,yes
267133,2026-03-19,yes
267136,,no
267137,,no
267138,2026-03-19,yes
267141,2026-02-21,yes
267152,,no
267153,2026-02-14,yes
267155,,no
267158,2026-02-28,yes
267160,,no
267162,,no
267166,,no
267175,2026-02-14,yes
267178,2026-03-09,yes
267180,2026-03-19,yes
267181,,no
267184,2026-03-19,yes
267185,,no
267190,2026-03-19,yes
267195,,no
267198,2025-11-17,yes
267654,2026-03-19,yes
267660,2026-03-19,yes
267668,2026-03-19,yes
267679,2026-03-10,yes
267681,2026-03-10,yes
267683,2026-03-10,yes
267706,2026-03-28,yes
267707,2026-03-19,yes
267708,2026-03-19,yes
267709,2026-03-28,yes
267710,2026-03-19,yes
267711,2026-03-28,yes
267715,,no
267739,2026-02-21,yes
267745,2026-02-21,yes
267747,2026-02-21,yes
267748,2026-02-21,yes
267752,,no
267754,,no
267757,2026-02-21,yes
267760,2026-02-21,yes
267763,2026-02-21,yes
267764,,no
267765,2026-02-21,yes
267769,,no
267770,2026-02-21,yes
267772,2026-02-21,yes
267775,2026-02-21,yes
267776,2026-02-21,yes
267778,2026-02-21,yes
267781,,no
267782,2026-02-21,yes
267785,2026-02-21,yes
267791,2026-02-21,yes
267792,2026-01-17,yes
267794,2026-02-21,yes
267795,2026-02-21,yes
267796,2026-02-21,yes
267797,2026-02-21,yes
267798,2026-02-21,yes
267815,2026-02-20,yes
267819,2026-03-19,yes
267826,,no
267828,2026-03-19,yes
267848,2026-03-10,yes
267850,,no
267853,2026-03-10,yes
267856,2026-03-10,yes
267857,2026-03-10,yes
267858,2026-03-10,yes
267859,,no
267860,2026-03-10,yes
267862,2026-03-10,yes
267865,2026-03-10,yes
267867,2026-03-10,yes
267868,2026-03-10,yes
267869,,no
267871,2026-03-10,yes
267874,,no
267875,2026-03-10,yes
267878,,no
267896,2026-02-14,yes
267903,2026-02-14,yes
267907,2026-02-14,yes
267908,2026-02-14,yes
267913,,no
267915,2026-02-14,yes
267916,2026-02-14,yes
267917,2026-02-14,yes
267918,2026-02-14,yes
267920,2026-02-14,yes
267922,2026-02-14,yes
267930,,no
267952,2026-02-28,yes
267954,2026-02-28,yes
267955,2026-02-28,yes
267959,2026-02-28,yes
267961,2026-02-28,yes
267964,2026-02-28,yes
267970,2026-02-28,yes
267971,2026-02-28,yes
267975,2026-02-28,yes
267978,2026-02-28,yes
267981,2026-02-28,yes
267983,2026-02-28,yes
267990,,no
267993,2026-02-28,yes
267995,2026-02-28,yes
267997,,no
267998,2026-02-28,yes
267999,2026-02-28,yes
268000,2026-02-28,yes
268001,2026-02-28,yes
268002,2026-02-28,yes
268005,2026-02-27,yes
268013,,no
268018,,no
268020,,no
268031,,no
268037,2026-02-28,yes
268042,2026-02-28,yes
268048,2026-02-27,yes
268052,,no
268055,2026-02-27,yes
268059,2026-03-19,yes
268060,2026-03-19,yes
268061,2026-03-19,yes
268064,2026-03-19,yes
268067,2026-03-19,yes
268070,2026-03-19,yes
268075,2026-03-19,yes
268076,2026-03-19,yes
268077,2026-03-19,yes
268078,2026-03-19,yes
268079,2026-03-19,yes
268131,2026-02-21,yes
268132,2026-03-19,yes
268134,2026-02-14,yes
268136,2026-03-28,yes
268140,2026-02-28,yes
268154,2026-03-10,yes
268155,2026-02-28,yes
268156,2026-02-21,yes
268159,2026-02-21,yes
268162,2026-01-17,yes
268164,,no
268165,2026-02-21,yes
268166,2026-03-28,yes
268167,2026-03-28,yes
268173,,no
268174,,no
268175,2026-02-21,yes
268177,,no
268178,2026-03-28,yes
268187,2025-12-06,yes
268190,2026-02-27,yes
268192,,no
268195,2026-03-28,yes
268200,2026-02-27,yes
268206,,no
268208,2026-03-19,yes
268216,,no
268219,,no
268228,,no
268229,2026-02-20,yes
268235,,no
268236,2026-03-28,yes
268238,,no
268239,2026-02-27,yes
268254,,no
268255,,no
268257,2026-03-19,yes
268266,,no
268278,2026-03-28,yes
268283,,no
268972,2026-02-14,yes
268977,,no
268988,,no
269000,,no
269024,,no
269094,2026-02-14,yes
269115,,no
269126,2026-03-19,yes
269133,,no
269134,,no
269135,2026-02-20,yes
269138,2026-03-28,yes
269147,,no
269150,,no
269166,2026-02-21,yes
269167,2025-11-22,yes
269169,2026-03-19,yes
269182,2026-03-10,yes
269183,2026-03-19,yes
269187,2026-03-28,yes
269188,,no
269194,,no
269195,2026-02-27,yes
269198,2026-03-28,yes
269206,,no
269211,,no
270052,2026-03-10,yes
270063,,no
270095,2025-11-16,yes
270111,2026-03-19,yes
270115,2026-02-27,yes
270117,2026-03-09,yes
270655,2026-02-27,yes
270658,,no
270659,2026-03-19,yes
270660,,no
270663,2026-03-19,yes
270673,,no
270686,,no
270689,2026-03-19,yes
270694,,no
270723,2026-03-09,yes
270733,,no
270755,,no
270773,,no
270823,,no
270898,2026-03-28,yes
270922,2026-03-19,yes
270933,,no
270935,2026-02-27,yes
270959,2026-03-28,yes
270962,2026-03-20,yes
270994,2026-03-19,yes
271602,,no
271609,2026-02-14,yes
271664,,no
271687,,no
271689,,no
271698,,no
271700,2026-02-14,yes
272183,2026-03-28,yes
272191,,no
272193,2026-03-19,yes
272230,2026-03-28,yes
272235,,no
272255,,no
272257,,no
272262,,no
272274,,no
272309,,no
272361,,no
272403,,no
272406,,no
273061,,no
273112,,no
273115,,no
273215,,no
273249,2026-03-20,yes
273254,2026-03-28,yes
273294,,no
273300,,no
273304,,no
273310,2026-03-28,yes
273322,,no
273341,2026-02-27,yes
273922,2026-03-09,yes
273935,,no
273941,,no
274005,,no
274016,,no
274021,,no
274033,,no
274039,2025-11-29,yes
274070,,no
274107,2026-03-19,yes
274108,2026-03-10,yes
274110,2026-03-28,yes
274122,2025-11-17,yes
274123,2025-11-17,yes
274174,2026-03-20,yes
274195,2026-03-19,yes
274196,,no
274230,2026-02-14,yes
310727,,no
310728,2026-03-28,yes
310725,,no
274787,2026-02-20,yes
274797,2026-03-09,yes
274807,,no
274829,,no
274840,,no
274868,,no
274878,2026-02-27,yes
274882,,no
274913,,no
274932,,no
274945,2026-03-10,yes
274951,2026-03-10,yes
274952,,no
274974,2026-02-20,yes
310723,,no
275014,2026-03-19,yes
275577,2026-02-27,yes
275600,,no
275601,,no
275608,2026-03-09,yes
275649,,no
275652,,no
275659,2026-03-09,yes
275680,2026-02-20,yes
275706,2026-03-28,yes
275791,2026-03-19,yes
275792,,no
275807,2026-03-10,yes
275810,,no
275948,2026-03-20,yes
275961,2026-02-27,yes
275973,,no
275983,2026-03-19,yes
275996,2026-03-09,yes
276020,2026-03-20,yes
276049,,no
276050,,no
276054,2026-03-28,yes
276664,2026-03-19,yes
276693,2026-03-09,yes
276702,,no
276711,,no
276713,2026-03-09,yes
276760,,no
276818,2026-03-19,yes
276820,,no
276822,,no
276824,,no
276830,,no
276831,2026-02-14,yes
276839,2026-02-28,yes
276842,2025-11-17,yes
276847,,no
277396,2026-03-09,yes
277419,2026-03-28,yes
277519,2026-03-10,yes
277535,2026-03-28,yes
277562,2026-03-19,yes
277633,,no
277876,,no
277884,2026-03-20,yes
278297,2026-02-28,yes
278303,2026-02-21,yes
278347,2026-03-28,yes
278348,,no
400343,2025-12-17,yes
278388,2026-02-14,yes
278438,2026-03-28,yes
278521,2026-03-19,yes
278522,2026-03-20,yes
310720,,no
310721,,no
278653,,no
278654,,no
310719,,no
400320,2026-01-31,yes
279550,,no
279552,,no
279596,2026-03-09,yes
279597,,no
310707,,no
310708,,no
310709,,no
310710,,no
279629,2026-03-28,yes
279630,,no
279671,,no
279675,,no
279709,,no
279717,2026-03-09,yes
279733,2026-03-28,yes
279781,,no
279787,2026-02-28,yes
279788,2026-03-19,yes
279789,2026-02-28,yes
279791,2026-03-10,yes
279792,2026-03-10,yes
279793,2026-03-28,yes
279804,2026-03-19,yes
279806,2026-03-28,yes
279862,2026-03-20,yes
311767,,no
311787,,no
311788,,no
311789,,no
280441,,no
280484,,no
280520,,no
280687,,no
280691,2026-04-11,yes
280692,,no
280694,2026-02-21,yes
280696,,no
280698,2026-03-28,yes
280799,,no
280884,,no
280886,,no
311743,,no
311703,,no
311707,2026-03-28,yes
311708,,no
311711,,no
311715,,no
311718,,no
311722,,no
311723,2025-12-13,yes
311725,,no
311726,,no
311731,,no
311732,,no
311733,,no
281147,,no
310698,,no
281682,,no
281695,,no
281696,,no
281712,2026-03-28,yes
281730,2026-02-27,yes
281732,2026-02-27,yes
281733,,no
281760,2026-03-09,yes
281771,2025-12-21,yes
281772,2026-03-28,yes
281773,,no
281774,2026-02-14,yes
281802,,no
281804,,no
281836,,no
281877,2026-02-14,yes
281914,,no
400248,2026-04-03,yes
281967,,no
282046,,no
282132,,no
282139,,no
282232,,no
282238,,no
282253,,no
282336,2026-03-19,yes
282337,,no
282384,2026-03-28,yes
282409,,no
282410,2026-01-17,yes
282420,2026-03-19,yes
282429,,no
282446,,no
282447,,no
282459,2026-03-19,yes
282460,,no
282465,,no
282467,,no
282469,2026-03-28,yes
282479,2026-03-28,yes
282481,,no
282487,,no
282496,,no
282510,2026-02-20,yes
282514,,no
282515,,no
282527,2026-02-27,yes
282531,,no
282532,,no
282533,,no
282534,,no
282543,,no
282548,,no
282551,,no
282574,2026-04-03,yes
282575,2026-03-20,yes
282604,,no
282605,2026-03-28,yes
282639,,no
282648,2026-02-27,yes
282670,2026-02-20,yes
282689,,no
282708,2026-03-19,yes
282732,2026-02-27,yes
282737,2026-02-27,yes
282796,,no
282886,,no
282887,,no
283222,,no
283226,,no
283227,,no
283312,2026-02-20,yes
283322,,no
283333,,no
283342,2026-03-28,yes
391131,2025-10-22,yes
284112,,no
284114,,no
284115,2026-03-19,yes
284125,,no
284131,,no
284225,2025-12-13,yes
284297,,no
284302,,no
284313,,no
284314,,no
284323,,no
284389,,no
284391,2026-03-19,yes
284394,,no
284460,,no
284472,,no
284545,,no
284636,,no
285315,2026-02-27,yes
285317,2026-02-27,yes
285488,,no
285500,2026-02-20,yes
285506,2026-03-19,yes
286030,,no
286056,,no
286060,2026-03-28,yes
286063,,no
286064,,no
286065,,no
286078,,no
286079,2026-03-28,yes
286745,,no
286747,,no
286748,,no
286755,,no
286758,2026-02-27,yes
286765,,no
286766,,no
286770,2026-03-28,yes
286774,,no
286775,,no
286776,,no
286785,2026-03-19,yes
286786,,no
286787,2026-03-09,yes
286796,,no
286797,2026-03-28,yes
286883,,no
286900,,no
286915,,no
286917,2026-02-14,yes
286941,,no
286970,2026-03-28,yes
286972,,no
286974,,no
286978,,no
286979,,no
286980,2026-03-28,yes
286982,,no
286983,2026-01-17,yes
286986,,no
287343,,no
287346,,no
287351,,no
287399,,no
287497,2026-03-19,yes
287501,2026-02-21,yes
287504,,no
287511,,no
287512,2026-03-28,yes
287516,2026-02-20,yes
287519,,no
287522,,no
287528,,no
287903,2026-03-09,yes
287939,,no
287949,,no
287982,,no
287998,,no
288000,2026-03-28,yes
288019,,no
288033,,no
288036,2026-03-09,yes
288585,,no
288630,,no
288631,,no
288921,,no
288928,2026-02-27,yes
288929,,no
288932,,no
288935,,no
288940,,no
288941,,no
288942,,no
288950,,no
288954,,no
288955,,no
288956,,no
288958,,no
288959,,no
288976,,no
288980,,no
288985,,no
288986,,no
288989,,no
288991,,no
288992,2026-03-28,yes
288996,,no
289000,,no
289007,,no
289480,,no
289498,,no
289503,,no
289510,,no
289521,,no
289522,,no
289529,2026-03-28,yes
289536,2026-03-28,yes
289549,2026-03-28,yes
289555,,no
289575,2026-03-28,yes
289581,2026-03-09,yes
289583,,no
289604,,no
289606,,no
289610,,no
289619,,no
289622,,no
289629,2025-12-21,yes
289639,2026-03-28,yes
289651,,no
289665,,no
289668,,no
289675,,no
289676,,no
289677,2026-03-28,yes
289678,,no
289679,,no
289681,,no
289686,2026-03-28,yes
290268,,no
290273,,no
290314,2026-03-09,yes
290343,,no
290359,2026-02-07,yes
290834,,no
290856,,no
290861,,no
290869,2026-03-19,yes
290873,,no
391106,2025-10-23,yes
290953,,no
290961,,no
290990,,no
291520,2026-02-27,yes
291521,,no
291522,,no
291526,,no
291656,,no
291657,,no
291663,2026-03-20,yes
291667,,no
291669,,no
291685,,no
291694,,no
291715,2026-03-28,yes
291724,,no
292267,,no
292269,2026-03-28,yes
292272,,no
292287,2026-03-09,yes
292293,,no
292329,2026-03-28,yes
292330,2026-03-28,yes
292344,,no
292352,,no
292353,,no
292355,,no
292357,,no
292361,2026-03-20,yes
292362,,no
292363,,no
292364,,no
292373,,no
292378,,no
292390,,no
292404,,no
292408,2026-01-17,yes
292409,2026-03-28,yes
292415,,no
292416,2026-03-28,yes
292422,,no
292427,,no
292471,,no
293314,,no
293336,,no
293338,2026-02-21,yes
293345,,no
293352,,no
293354,,no
293359,,no
293369,,no
293401,,no
293402,,no
293428,2026-02-27,yes
293444,,no
293446,2025-12-13,yes
293450,2026-03-09,yes
293451,,no
293467,2026-03-28,yes
293485,,no
293487,,no
293558,,no
293777,2026-03-28,yes
293784,,no
293785,,no
293790,,no
293791,2026-03-28,yes
293792,,no
293796,2026-03-28,yes
293799,2026-03-28,yes
293811,,no
293817,,no
293823,,no
294319,,no
294325,,no
294335,,no
294336,,no
294341,,no
294386,,no
294388,,no
294395,,no
294399,,no
294438,,no
391079,2025-11-29,yes
294452,,no
391075,,no
294472,,no
294478,2026-02-14,yes
294483,,no
294484,2025-11-22,yes
294485,,no
294964,2026-03-20,yes
294965,,no
294972,,no
294975,,no
294977,2026-03-28,yes
294980,2026-03-19,yes
295014,2026-03-19,yes
295016,2025-12-13,yes
295017,2026-02-21,yes
295030,2026-03-20,yes
295037,,no
295044,,no
295053,,no
295070,,no
295080,,no
295118,2026-03-28,yes
295125,,no
295139,,no
295148,,no
295152,,no
295159,,no
295659,,no
295662,,no
295728,,no
295743,,no
295750,,no
295762,,no
295763,,no
295777,,no
295783,,no
295822,,no
295823,,no
295824,,no
295879,,no
296309,,no
296310,,no
296311,,no
296375,,no
391049,2025-10-23,yes
296413,,no
296429,,no
296436,,no
296935,2026-02-14,yes
296936,,no
296942,2026-02-27,yes
296945,,no
296951,2026-03-19,yes
296969,,no
297000,,no
297038,,no
297089,,no
297096,,no
297098,,no
297103,,no
297104,,no
297106,2026-03-28,yes
297109,,no
297110,,no
297111,2026-03-28,yes
297117,,no
310697,,no
297671,,no
297696,2026-03-28,yes
297709,,no
297710,,no
297713,,no
297727,2026-03-28,yes
297729,,no
297747,,no
297749,,no
297775,,no
297785,,no
297817,,no
297819,,no
297821,,no
297823,,no
299033,,no
298949,,no
391005,,no
298258,,no
298265,2026-03-28,yes
298366,,no
298391,,no
299678,,no
299707,2026-03-20,yes
299850,,no
299853,,no
299855,,no
299864,,no
299870,2026-03-28,yes
299926,2026-02-07,yes
299934,,no
299965,,no
299970,,no
299983,,no
300014,,no
300022,2026-03-22,yes
300023,,no
300042,,no
300043,2026-03-28,yes
300069,,no
310694,,no
301145,2025-12-21,yes
301148,,no
301149,,no
301150,,no
301152,,no
301154,,no
301156,,no
301157,,no
301158,2026-03-28,yes
301159,,no
301161,2026-03-28,yes
301168,2026-03-28,yes
301169,,no
301200,,no
301231,,no
301232,,no
301288,,no
301290,,no
301328,,no
301330,,no
302007,,no
302008,,no
302010,,no
302014,,no
302015,2026-03-28,yes
302018,,no
302019,,no
302021,,no
302027,,no
302036,2026-03-28,yes
302038,,no
302040,,no
302043,,no
302047,,no
302048,,no
302763,,no
302766,,no
302768,,no
302770,,no
302776,,no
302780,,no
302781,,no
302783,,no
302785,2026-01-17,yes
302788,,no
302793,,no
302794,,no
302795,,no
302798,,no
302799,,no
302803,,no
302805,,no
302808,,no
302811,,no
302812,,no
302814,,no
302817,,no
302818,,no
302819,,no
302824,,no
302832,,no
302834,,no
302837,,no
303430,,no
303431,2026-03-28,yes
303432,,no
303433,,no
303434,,no
303435,,no
303444,,no
303445,,no
303446,,no
303452,,no
303458,,no
303460,,no
303465,,no
303467,,no
303513,,no
303537,,no
303551,,no
303553,,no
303554,,no
303561,,no
303569,,no
303583,,no
303594,,no
303595,,no
303596,,no
303605,,no
303610,,no
303619,,no
304062,,no
304065,,no
304071,,no
304072,,no
304078,,no
304079,,no
304080,,no
304094,,no
304127,,no
304128,,no
304145,2025-11-29,yes
304155,,no
304159,,no
304735,,no
304737,,no
304739,2026-01-17,yes
304750,,no
304751,,no
304758,,no
304766,,no
304767,,no
304770,,no
304772,,no
304773,,no
304776,,no
304780,,no
304784,,no
304785,,no
304796,,no
304798,,no
304800,,no
304872,,no
304858,,no
305537,,no
304886,2026-03-19,yes
304893,,no
304899,,no
304900,,no
305569,,no
305610,,no
305583,,no
305511,,no
305490,,no
305580,,no
305557,,no
305442,2025-11-16,yes
305543,,no
305431,,no
305425,,no
305420,2025-11-16,yes
305419,2025-11-16,yes
305418,,no
305535,,no
306174,,no
306172,,no
306160,,no
306133,,no
306126,,no
306113,,no
306143,,no
306123,,no
306120,,no
306199,,no
306219,,no
307279,,no
307283,,no
307293,,no
307294,,no
307299,,no
307300,,no
307301,,no
307307,,no
307312,,no
307313,,no
307314,,no
307319,,no
307326,,no
307332,,no
307334,,no
307338,,no
307348,,no
307350,,no
307351,,no
307352,,no
307355,,no
307356,,no
307358,,no
307369,,no
307371,,no
307450,,no
307945,,no
307964,,no
308047,,no
308124,,no
308152,,no
308155,,no
308157,,no
308177,,no
308193,,no
308202,,no
308224,,no
308237,,no
308272,2026-02-07,yes
308497,,no
309344,,no
309349,,no
309353,,no
309370,,no
309396,,no
309398,,no
309471,,no
309502,,no
309504,,no
309505,,no
309506,,no
309551,,no
309563,,no
309599,,no
309611,,no
309625,,no
309626,,no
309627,,no
309633,,no
309644,,no
309645,,no
309665,,no
309763,,no
309822,,no
311047,,no
311120,,no
311121,2026-04-03,yes
311138,,no
311139,,no
311143,,no
311160,2025-11-29,yes
311172,,no
311173,,no
311193,,no
311194,,no
311195,,no
311197,,no
311918,,no
311919,,no
311927,2025-11-16,yes
311931,,no
311934,,no
311938,,no
311965,,no
311971,,no
311974,,no
311977,,no
311980,,no
311986,,no
311993,,no
311998,,no
311999,,no
312008,,no
312015,,no
312027,,no
312033,,no
312040,,no
312059,,no
312077,,no
312229,,no
312237,,no
313416,,no
313453,2026-03-19,yes
313482,,no
313539,,no
313556,,no
313569,,no
313577,2026-03-20,yes
314023,,no
314040,,no
314046,,no
314047,,no
314048,,no
314065,,no
314150,,no
314177,,no
314181,,no
314186,,no
314217,,no
314226,,no
314240,,no
314245,,no
314262,,no
314263,,no
314264,2026-02-27,yes
314293,,no
314297,,no
315253,,no
315257,,no
315258,,no
315261,,no
315310,,no
315360,,no
315363,,no
315392,,no
315508,,no
315589,,no
315610,,no
315620,,no
315625,,no
315645,,no
315652,,no
315661,,no
315706,,no
315707,,no
315708,,no
315741,,no
315757,,no
315786,,no
315788,,no
315789,,no
316689,,no
316695,,no
316696,2026-01-31,yes
316846,,no
316857,,no
316869,,no
316871,,no
316872,,no
316884,2026-01-11,yes
316892,,no
316895,,no
316907,,no
316911,,no
316915,,no
316921,,no
316922,,no
316928,,no
317455,,no
317458,,no
317459,,no
317649,,no
317658,,no
317703,2026-04-03,yes
317705,,no
317716,,no
317719,,no
317724,,no
317730,,no
317740,,no
317741,,no
317752,,no
317753,,no
317754,,no
317768,,no
317780,,no
317828,2025-11-17,yes
317872,,no
317912,,no
317913,,no
317914,,no
317929,,no
317931,,no
317933,,no
317958,,no
317960,,no
317962,,no
317994,,no
317996,,no
318008,,no
318010,,no
318015,,no
318018,,no
318026,,no
318028,,no
318030,,no
318031,,no
318040,,no
319460,,no
319463,,no
319501,,no
319529,,no
319545,,no
319546,,no
319573,,no
319574,,no
319578,,no
319594,,no
399679,,no
320505,,no
320507,,no
320508,,no
320509,,no
320522,,no
320534,,no
320535,,no
320544,,no
320561,,no
320584,,no
320623,,no
320659,,no
320679,,no
320692,,no
320693,,no
320716,,no
320719,,no
320741,,no
320750,,no
320754,,no
320759,,no
320760,,no
320769,,no
320775,,no
320783,,no
320784,,no
320794,2025-11-22,yes
320800,,no
320801,,no
320802,,no
320834,,no
320858,,no
320875,,no
320876,,no
321571,,no
321572,,no
321579,,no
321580,,no
321581,,no
321582,,no
321591,,no
321597,,no
321613,,no
321637,,no
321638,,no
321659,,no
321685,,no
321715,2026-02-20,yes
321725,,no
321727,,no
321733,,no
321764,,no
321788,,no
321824,,no
321885,,no
321889,,no
321926,,no
321931,,no
322036,,no
322289,,no
322360,,no
322470,,no
322665,,no
322703,,no
322727,,no
322738,,no
323444,,no
323445,,no
323446,,no
323449,,no
323457,,no
323460,,no
323462,,no
323499,,no
323601,,no
323680,,no
323690,,no
323692,,no
323732,,no
324294,,no
324295,,no
324301,,no
324302,,no
324303,,no
324307,,no
324311,,no
324317,,no
324319,,no
324511,,no
324551,2026-03-09,yes
324555,,no
324572,,no
324586,,no
324588,,no
324595,,no
324603,,no
324610,,no
324620,,no
324669,,no
325584,,no
325611,,no
325645,,no
325672,,no
325682,,no
325697,,no
325714,,no
325721,,no
325850,,no
325873,,no
325926,2026-03-20,yes
325964,,no
326013,,no
326055,,no
326057,,no
326061,,no
326134,,no
326246,,no
326336,,no
326337,,no
326338,,no
326413,,no
326426,,no
326502,,no
326713,,no
326714,,no
327006,,no
327024,,no
327055,,no
327394,,no
327468,,no
327579,,no
327621,,no
328097,2026-01-17,yes
328098,,no
328105,,no
328112,,no
328113,,no
328127,,no
328132,,no
328200,2026-01-17,yes
328205,,no
328218,,no
328221,,no
328222,,no
328721,,no
328749,,no
328753,,no
328759,2026-02-20,yes
328760,,no
328761,,no
328762,,no
328766,,no
328898,2026-03-20,yes
328901,,no
329333,,no
329338,,no
329340,,no
329347,,no
329348,,no
329349,,no
329453,,no
329956,,no
329974,,no
329985,,no
329995,,no
329999,2026-03-20,yes
330009,,no
330035,,no
330071,,no
330077,,no
330078,,no
330079,,no
330080,2026-04-03,yes
330089,,no
330092,,no
330550,,no
330551,,no
330556,,no
330566,,no
330570,,no
330571,,no
330573,,no
330574,2025-11-22,yes
330651,,no
330654,,no
330656,,no
330659,2025-12-06,yes
330662,,no
330664,,no
330670,,no
330671,,no
330676,2026-04-11,yes
330724,,no
331225,,no
331245,,no
331258,,no
331272,,no
331343,,no
331347,,no
331350,,no
331355,,no
331877,,no
331929,,no
331950,,no
332006,,no
332009,,no
332013,,no
332022,,no
332024,,no
332025,,no
332545,,no
332546,,no
332552,,no
332558,,no
405821,2026-04-03,yes
333184,,no
333204,,no
333207,,no
333222,2026-03-09,yes
333223,,no
333228,,no
333233,,no
333271,,no
333275,,no
333339,,no
333340,,no
333341,,no
333344,,no
333351,,no
333353,,no
333360,,no
333384,,no
333414,,no
333437,,no
334261,,no
334299,,no
334333,,no
334337,,no
334351,,no
334352,2026-03-19,yes
334354,,no
334356,,no
334418,,no
334424,,no
334534,,no
334535,,no
334547,,no
334548,,no
334553,,no
334556,,no
334558,,no
334569,,no
334656,,no
334962,,no
334964,,no
334967,,no
334969,,no
334970,,no
335033,,no
335035,,no
335036,,no
335037,,no
335050,,no
335337,,no
335373,,no
335374,,no
335375,,no
335409,,no
335417,,no
335422,,no
335454,,no
335787,,no
335792,,no
335793,,no
335854,,no
335855,,no
335860,,no
335864,,no
335874,,no
335876,2026-04-03,yes
335878,,no
336304,,no
336308,,no
336328,2026-02-07,yes
336330,,no
336334,,no
336347,,no
336405,,no
336407,,no
336408,,no
336658,,no
336684,,no
336718,,no
337271,,no
337279,,no
337303,,no
337305,,no
337313,,no
337317,,no
337327,,no
337329,,no
337332,,no
337333,,no
337338,,no
337373,2026-02-27,yes
337424,,no
337427,2026-04-11,yes
337428,,no
337433,,no
337435,,no
337440,,no
337450,,no
337457,,no
337940,2026-02-14,yes
337944,,no
337971,,no
337979,,no
337981,2026-01-17,yes
337982,,no
338013,2026-04-03,yes
338015,2026-02-27,yes
338062,,no
338066,,no
338075,,no
338109,,no
338393,,no
338394,,no
338396,,no
338398,,no
338423,,no
338458,,no
338463,2026-01-24,yes
338977,,no
339039,,no
339042,,no
339044,,no
339050,,no
339051,,no
339082,,no
339093,2026-01-31,yes
339148,,no
339150,,no
339827,2025-12-12,yes
339878,,no
339881,2025-11-29,yes
339891,,no
339893,,no
339896,,no
339897,,no
339904,,no
339905,,no
339918,2025-11-22,yes
339942,,no
340568,2025-11-19,yes
340569,,no
340570,2025-11-19,yes
340614,2026-04-03,yes
340624,,no
340630,,no
340633,,no
340644,,no
340647,,no
340648,,no
340675,,no
340692,,no
340742,,no
340749,,no
340754,,no
340768,,no
341005,2025-11-19,yes
341008,,no
341012,,no
341091,,no
341173,,no
341479,,no
341593,,no
341595,,no
341649,,no
341661,2025-11-19,yes
341746,,no
341757,2026-01-24,yes
342166,,no
342192,2026-01-06,yes
342214,,no
342215,2026-03-28,yes
342856,,no
342866,2025-11-19,yes
342868,,no
342874,2025-11-29,yes
342889,,no
342945,,no
342946,,no
342948,,no
342950,,no
342951,,no
342952,,no
342966,,no
342967,,no
342981,,no
343544,,no
343551,,no
343552,,no
343553,2026-04-03,yes
343556,,no
343557,,no
343559,,no
343569,2026-01-06,yes
343572,,no
343575,,no
343576,,no
343601,,no
343615,,no
343616,,no
343618,,no
343621,,no
343627,,no
343628,,no
344702,,no
344706,,no
344707,2026-04-03,yes
344810,,no
344811,,no
344815,,no
344826,,no
344833,,no
344834,,no
344835,,no
344836,,no
344837,,no
344847,,no
344851,,no
344854,,no
344860,,no
344878,,no
344920,,no
345038,,no
345050,,no
345464,,no
345502,,no
345524,2025-11-29,yes
345584,,no
345587,,no
346198,2026-03-19,yes
346204,,no
346213,,no
346299,,no
346316,,no
346378,,no
